DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202401;2;AP;51626;CAIXA ECONÔMICA FEDERAL;7;10680,89
202401;2;AP;51884;INTER;1;968,77
202401;2;AP;30379;SANTANDER;1;2367,30
202401;2;AP;51011;VOTORANTIM;5;7405,76
202401;2;BA;49906;BB;46;461314,38
202401;2;BA;17351180;BCO TRIANGULO S.A.;133;142158,53
202401;2;BA;10045;BRADESCO;50;809928,75
202401;2;BA;49944;BTG PACTUAL;14;57550,39
202401;2;BA;52072;C6 BANK;6;1493,69
202401;2;BA;51626;CAIXA ECONÔMICA FEDERAL;177;177179,28
202401;2;BA;51884;INTER;10;50023,15
202401;2;BA;30379;SANTANDER;37;273143,98
202401;2;BA;51011;VOTORANTIM;83;328765,66
202401;2;CE;49906;BB;26;374949,39
202401;2;CE;17351180;BCO TRIANGULO S.A.;63;67818,08
202401;2;CE;10045;BRADESCO;25;273098,00
202401;2;CE;49944;BTG PACTUAL;1;4005,89
202401;2;CE;52072;C6 BANK;10;2775,17
202401;2;CE;51626;CAIXA ECONÔMICA FEDERAL;114;148466,03
202401;2;CE;51884;INTER;9;30948,04
202401;2;CE;30379;SANTANDER;36;262483,62
202401;2;CE;51011;VOTORANTIM;93;438311,90
202401;2;DF;49906;BB;14;157339,40
202401;2;DF;17351180;BCO TRIANGULO S.A.;26;51817,68
202401;2;DF;10045;BRADESCO;10;500390,79
202401;2;DF;49944;BTG PACTUAL;9;42431,18
202401;2;DF;52072;C6 BANK;4;1332,35
202401;2;DF;51626;CAIXA ECONÔMICA FEDERAL;66;128862,19
202401;2;DF;51884;INTER;8;49931,44
202401;2;DF;30379;SANTANDER;16;99851,87
202401;2;DF;51011;VOTORANTIM;58;309016,08
202401;2;ES;49906;BB;9;39941,48
202401;2;ES;17351180;BCO TRIANGULO S.A.;38;52790,31
202401;2;ES;10045;BRADESCO;5;38432,89
202401;2;ES;49944;BTG PACTUAL;5;11884,74
202401;2;ES;52072;C6 BANK;4;854,96
202401;2;ES;51626;CAIXA ECONÔMICA FEDERAL;49;42145,51
202401;2;ES;51884;INTER;2;12304,07
202401;2;ES;30379;SANTANDER;20;221132,74
202401;2;ES;51011;VOTORANTIM;27;144648,85
202401;2;GO;49906;BB;21;183000,01
202401;2;GO;17351180;BCO TRIANGULO S.A.;43;38815,97
202401;2;GO;10045;BRADESCO;17;350059,87
202401;2;GO;49944;BTG PACTUAL;5;16774,16
202401;2;GO;52072;C6 BANK;4;757,11
202401;2;GO;51626;CAIXA ECONÔMICA FEDERAL;167;170871,48
202401;2;GO;51884;INTER;8;59657,16
202401;2;GO;30379;SANTANDER;19;122712,30
202401;2;GO;51011;VOTORANTIM;77;506446,09
202401;2;MA;49906;BB;49;471439,23
202401;2;MA;17351180;BCO TRIANGULO S.A.;54;83573,56
202401;2;MA;10045;BRADESCO;10;133107,28
202401;2;MA;49944;BTG PACTUAL;2;2196,96
202401;2;MA;52072;C6 BANK;4;1054,91
202401;2;MA;51626;CAIXA ECONÔMICA FEDERAL;56;64662,18
202401;2;MA;51884;INTER;4;12443,69
202401;2;MA;30379;SANTANDER;7;21597,95
202401;2;MA;51011;VOTORANTIM;35;152170,16
202401;2;MG;49906;BB;53;613097,26
202401;2;MG;17351180;BCO TRIANGULO S.A.;191;199585,90
202401;2;MG;10045;BRADESCO;59;966878,78
202401;2;MG;49944;BTG PACTUAL;21;48369,47
202401;2;MG;52072;C6 BANK;9;2008,39
202401;2;MG;51626;CAIXA ECONÔMICA FEDERAL;275;250493,60
202401;2;MG;51884;INTER;39;219380,29
202401;2;MG;10069;ITAU;1;16,65
202401;2;MG;30379;SANTANDER;59;750584,53
202401;2;MG;51011;VOTORANTIM;294;1267889,12
202401;2;MS;49906;BB;23;200188,14
202401;2;MS;17351180;BCO TRIANGULO S.A.;48;49685,67
202401;2;MS;10045;BRADESCO;13;197246,24
202401;2;MS;49944;BTG PACTUAL;3;9341,64
202401;2;MS;52072;C6 BANK;4;4086,09
202401;2;MS;51626;CAIXA ECONÔMICA FEDERAL;39;39357,72
202401;2;MS;51884;INTER;5;27089,87
202401;2;MS;10069;ITAU;1;147,30
202401;2;MS;30379;SANTANDER;20;69408,18
202401;2;MS;51011;VOTORANTIM;72;493967,30
202401;2;MT;49906;BB;29;244380,99
202401;2;MT;17351180;BCO TRIANGULO S.A.;34;30321,07
202401;2;MT;10045;BRADESCO;10;181806,20
202401;2;MT;49944;BTG PACTUAL;3;15793,17
202401;2;MT;52072;C6 BANK;2;504,12
202401;2;MT;51626;CAIXA ECONÔMICA FEDERAL;51;36279,31
202401;2;MT;51884;INTER;7;58237,79
202401;2;MT;30379;SANTANDER;8;61516,94
202401;2;MT;51011;VOTORANTIM;61;297422,67
202401;2;PA;49906;BB;31;337505,96
202401;2;PA;4913711;BCO DO EST. DO PA S.A.;12;132825,29
202401;2;PA;17351180;BCO TRIANGULO S.A.;195;157960,66
202401;2;PA;10045;BRADESCO;20;220716,03
202401;2;PA;49944;BTG PACTUAL;3;17533,19
202401;2;PA;52072;C6 BANK;2;772,95
202401;2;PA;51626;CAIXA ECONÔMICA FEDERAL;71;71352,83
202401;2;PA;51884;INTER;6;25904,98
202401;2;PA;30379;SANTANDER;18;102608,86
202401;2;PA;51011;VOTORANTIM;44;285784,20
202401;2;PB;49906;BB;11;93603,19
202401;2;PB;17351180;BCO TRIANGULO S.A.;52;54091,03
202401;2;PB;10045;BRADESCO;14;248890,59
202401;2;PB;49944;BTG PACTUAL;7;21486,08
202401;2;PB;52072;C6 BANK;2;423,24
202401;2;PB;51626;CAIXA ECONÔMICA FEDERAL;58;74128,52
202401;2;PB;51884;INTER;4;25357,24
202401;2;PB;30379;SANTANDER;9;23597,88
202401;2;PB;51011;VOTORANTIM;41;162473,57
202401;2;PE;49906;BB;19;193593,81
202401;2;PE;17351180;BCO TRIANGULO S.A.;102;81384,36
202401;2;PE;10045;BRADESCO;33;518515,78
202401;2;PE;49944;BTG PACTUAL;11;35220,00
202401;2;PE;52072;C6 BANK;5;1109,88
202401;2;PE;51626;CAIXA ECONÔMICA FEDERAL;86;62511,63
202401;2;PE;51884;INTER;12;88688,89
202401;2;PE;10069;ITAU;2;274,20
202401;2;PE;30379;SANTANDER;23;114612,34
202401;2;PE;51011;VOTORANTIM;56;363503,56
202401;2;PI;49906;BB;18;87630,00
202401;2;PI;17351180;BCO TRIANGULO S.A.;13;12361,30
202401;2;PI;10045;BRADESCO;4;69884,59
202401;2;PI;49944;BTG PACTUAL;5;11759,09
202401;2;PI;51626;CAIXA ECONÔMICA FEDERAL;59;35938,90
202401;2;PI;51884;INTER;3;33751,88
202401;2;PI;10069;ITAU;1;157,55
202401;2;PI;30379;SANTANDER;1;8898,82
202401;2;PI;51011;VOTORANTIM;33;148931,82
202401;2;PR;49906;BB;38;473651,53
202401;2;PR;17351180;BCO TRIANGULO S.A.;132;203919,19
202401;2;PR;10045;BRADESCO;43;456109,97
202401;2;PR;49944;BTG PACTUAL;6;28253,25
202401;2;PR;52072;C6 BANK;7;1544,60
202401;2;PR;51626;CAIXA ECONÔMICA FEDERAL;239;325990,56
202401;2;PR;51884;INTER;11;84607,57
202401;2;PR;10069;ITAU;1;195,84
202401;2;PR;30379;SANTANDER;48;463034,15
202401;2;PR;51011;VOTORANTIM;223;1173053,05
202401;2;RJ;49906;BB;38;211549,00
202401;2;RJ;17351180;BCO TRIANGULO S.A.;179;283861,85
202401;2;RJ;10045;BRADESCO;80;1579528,47
202401;2;RJ;49944;BTG PACTUAL;34;117529,79
202401;2;RJ;52072;C6 BANK;12;2837,19
202401;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;196;183569,24
202401;2;RJ;51884;INTER;34;229526,93
202401;2;RJ;10069;ITAU;2;124,06
202401;2;RJ;30379;SANTANDER;105;932699,40
202401;2;RJ;51011;VOTORANTIM;217;993606,66
202401;2;RN;49906;BB;9;63618,10
202401;2;RN;17351180;BCO TRIANGULO S.A.;96;75174,18
202401;2;RN;10045;BRADESCO;10;251580,51
202401;2;RN;49944;BTG PACTUAL;4;7655,45
202401;2;RN;52072;C6 BANK;1;229,05
202401;2;RN;51626;CAIXA ECONÔMICA FEDERAL;46;55388,71
202401;2;RN;51884;INTER;3;14569,13
202401;2;RN;30379;SANTANDER;5;12656,20
202401;2;RN;51011;VOTORANTIM;50;261403,32
202401;2;RO;49906;BB;7;139518,83
202401;2;RO;17351180;BCO TRIANGULO S.A.;24;20297,08
202401;2;RO;10045;BRADESCO;4;49315,64
202401;2;RO;49944;BTG PACTUAL;3;2120,79
202401;2;RO;51626;CAIXA ECONÔMICA FEDERAL;36;18982,03
202401;2;RO;51884;INTER;3;16033,55
202401;2;RO;30379;SANTANDER;5;12723,49
202401;2;RO;51011;VOTORANTIM;23;116371,76
202401;2;RR;49906;BB;4;12646,57
202401;2;RR;17351180;BCO TRIANGULO S.A.;3;2294,69
202401;2;RR;49944;BTG PACTUAL;2;3876,10
202401;2;RR;52072;C6 BANK;1;243,95
202401;2;RR;51626;CAIXA ECONÔMICA FEDERAL;9;3972,02
202401;2;RR;30379;SANTANDER;3;21209,79
202401;2;RR;51011;VOTORANTIM;5;25477,42
202401;2;RS;49906;BB;22;129624,86
202401;2;RS;17351180;BCO TRIANGULO S.A.;111;127237,71
202401;2;RS;10045;BRADESCO;19;290068,21
202401;2;RS;49944;BTG PACTUAL;5;7912,60
202401;2;RS;52072;C6 BANK;2;410,09
202401;2;RS;51626;CAIXA ECONÔMICA FEDERAL;239;295751,68
202401;2;RS;51884;INTER;8;37934,39
202401;2;RS;30379;SANTANDER;40;124932,85
202401;2;RS;51011;VOTORANTIM;165;836957,65
202401;2;SC;49906;BB;32;391719,87
202401;2;SC;17351180;BCO TRIANGULO S.A.;109;86403,98
202401;2;SC;10045;BRADESCO;32;382758,44
202401;2;SC;49944;BTG PACTUAL;6;14289,38
202401;2;SC;52072;C6 BANK;2;388,91
202401;2;SC;51626;CAIXA ECONÔMICA FEDERAL;146;192702,14
202401;2;SC;51884;INTER;9;59372,25
202401;2;SC;30379;SANTANDER;27;250963,70
202401;2;SC;51011;VOTORANTIM;163;857629,66
202401;2;SE;49906;BB;2;44632,69
202401;2;SE;13009717;BCO DO EST. DE SE S.A.;3;19543,24
202401;2;SE;17351180;BCO TRIANGULO S.A.;5;3413,38
202401;2;SE;10045;BRADESCO;3;45748,17
202401;2;SE;49944;BTG PACTUAL;1;3314,68
202401;2;SE;52072;C6 BANK;2;404,10
202401;2;SE;51626;CAIXA ECONÔMICA FEDERAL;32;31569,31
202401;2;SE;51884;INTER;4;20112,93
202401;2;SE;30379;SANTANDER;12;52626,71
202401;2;SE;51011;VOTORANTIM;20;114384,38
202401;2;SP;49906;BB;131;953600,62
202401;2;SP;17351180;BCO TRIANGULO S.A.;378;425312,81
202401;2;SP;10045;BRADESCO;289;6577924,32
202401;2;SP;49944;BTG PACTUAL;70;219593,62
202401;2;SP;52072;C6 BANK;42;9678,36
202401;2;SP;51626;CAIXA ECONÔMICA FEDERAL;639;658187,36
202401;2;SP;51884;INTER;71;466015,75
202401;2;SP;10069;ITAU;1;152,63
202401;2;SP;30379;SANTANDER;283;2314964,22
202401;2;SP;51011;VOTORANTIM;1028;4727174,33
202401;2;TO;49906;BB;8;119747,87
202401;2;TO;17351180;BCO TRIANGULO S.A.;2;2655,02
202401;2;TO;10045;BRADESCO;4;45312,36
202401;2;TO;51626;CAIXA ECONÔMICA FEDERAL;23;21617,39
202401;2;TO;51884;INTER;1;1193,50
202401;2;TO;51011;VOTORANTIM;17;216985,85
202402;1;AC;51750;BANCO SICOOB;2;3121,55
202402;1;AC;49906;BB;63;93484,97
202402;1;AC;30290;BMG;3;3964,81
202402;1;AC;10045;BRADESCO;18;22012,96
202402;1;AC;31976;BRB;1;754,91
202402;1;AC;49944;BTG PACTUAL;176;241136,56
202402;1;AC;52072;C6 BANK;4;4733,14
202402;1;AC;51884;INTER;43;44419,09
202402;1;AC;10069;ITAU;23;29087,53
202402;1;AC;52058;NUBANK;261;292399,38
202402;1;AC;30379;SANTANDER;18;22838,54
202402;1;AC;3632872;SICOOB CREDISUL;2;1900,07
202402;1;AC;51011;VOTORANTIM;1;1247,80
202402;1;AL;49906;BB;120;152852,54
202402;1;AL;30290;BMG;9;3858,12
202402;1;AL;10045;BRADESCO;75;80146,91
202402;1;AL;31976;BRB;20;28577,03
202402;1;AL;49944;BTG PACTUAL;725;859006,24
202402;1;AL;52072;C6 BANK;18;24351,39
202402;1;AL;51626;CAIXA ECONÔMICA FEDERAL;3;662,16
202402;1;AL;51884;INTER;272;264414,38
202402;1;AL;10069;ITAU;120;127927,84
202402;1;AL;52058;NUBANK;712;656734,62
202402;1;AL;30379;SANTANDER;47;45192,96
202402;1;AL;51011;VOTORANTIM;3;996,32
202402;1;AM;51750;BANCO SICOOB;1;2276,61
202402;1;AM;49906;BB;145;232079,00
202402;1;AM;30290;BMG;20;19918,03
202402;1;AM;10045;BRADESCO;322;411666,36
202402;1;AM;31976;BRB;23;25358,42
202402;1;AM;49944;BTG PACTUAL;1425;2061606,66
202402;1;AM;52072;C6 BANK;38;40740,09
202402;1;AM;51626;CAIXA ECONÔMICA FEDERAL;1;157,69
202402;1;AM;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1954,74
202402;1;AM;2282709;COOP CENTRO NORTE BRASILEIRO;2;446,46
202402;1;AM;51884;INTER;563;727580,72
202402;1;AM;10069;ITAU;415;558385,61
202402;1;AM;52058;NUBANK;1680;2037210,08
202402;1;AM;30379;SANTANDER;138;186743,40
202402;1;AM;5203605;SICOOB AMAZÔNIA;3;4732,33
202402;1;AM;51011;VOTORANTIM;6;6557,02
202402;1;AP;49906;BB;64;68697,12
202402;1;AP;30290;BMG;2;5083,70
202402;1;AP;10045;BRADESCO;10;11957,19
202402;1;AP;31976;BRB;3;5611,99
202402;1;AP;49944;BTG PACTUAL;146;180306,59
202402;1;AP;52072;C6 BANK;5;7411,93
202402;1;AP;51626;CAIXA ECONÔMICA FEDERAL;1;289,43
202402;1;AP;51884;INTER;63;75284,82
202402;1;AP;10069;ITAU;38;46498,98
202402;1;AP;52058;NUBANK;190;192049,10
202402;1;AP;30379;SANTANDER;14;14628,13
202402;1;BA;51750;BANCO SICOOB;6;4742,53
202402;1;BA;30173;BANRISUL;3;4183,18
202402;1;BA;49906;BB;541;615577,90
202402;1;BA;30290;BMG;51;61511,77
202402;1;BA;10045;BRADESCO;496;519884,76
202402;1;BA;31976;BRB;64;74965,10
202402;1;BA;49944;BTG PACTUAL;3105;3893195,46
202402;1;BA;52072;C6 BANK;77;97251,46
202402;1;BA;51626;CAIXA ECONÔMICA FEDERAL;20;9696,49
202402;1;BA;32615247;CC SICOOB COOPEC LTDA.;1;1120,20
202402;1;BA;4174720;CC SICOOB COOPEMAR;2;899,91
202402;1;BA;4321309;CC SICOOB CRED EXECUTIVO;1;592,50
202402;1;BA;51884;INTER;1054;1084553,55
202402;1;BA;10069;ITAU;764;808995,36
202402;1;BA;52058;NUBANK;3184;3095534,75
202402;1;BA;30379;SANTANDER;252;280868,03
202402;1;BA;73398646;SOC CC SICOOB COOPERE;9;7835,54
202402;1;BA;51011;VOTORANTIM;14;18483,24
202402;1;CE;30173;BANRISUL;2;1076,13
202402;1;CE;49906;BB;428;497850,47
202402;1;CE;30290;BMG;20;16509,93
202402;1;CE;10045;BRADESCO;350;367226,06
202402;1;CE;31976;BRB;29;32804,71
202402;1;CE;49944;BTG PACTUAL;2682;3286701,23
202402;1;CE;52072;C6 BANK;75;84629,28
202402;1;CE;51626;CAIXA ECONÔMICA FEDERAL;11;2995,13
202402;1;CE;51884;INTER;1069;1063472,34
202402;1;CE;10069;ITAU;464;478187,68
202402;1;CE;52058;NUBANK;2842;2701857,45
202402;1;CE;30379;SANTANDER;188;229456,02
202402;1;CE;51011;VOTORANTIM;12;19064,83
202402;1;DF;51750;BANCO SICOOB;8;10769,48
202402;1;DF;30173;BANRISUL;1;347,46
202402;1;DF;49906;BB;214;304172,92
202402;1;DF;30290;BMG;22;20705,02
202402;1;DF;10045;BRADESCO;52;59534,02
202402;1;DF;31976;BRB;602;724984,13
202402;1;DF;49944;BTG PACTUAL;998;1389411,72
202402;1;DF;52072;C6 BANK;41;41543,36
202402;1;DF;51626;CAIXA ECONÔMICA FEDERAL;5;3573,72
202402;1;DF;51884;INTER;385;446521,84
202402;1;DF;10069;ITAU;250;335153,07
202402;1;DF;52058;NUBANK;1048;1071154,95
202402;1;DF;30379;SANTANDER;87;121242,99
202402;1;DF;51011;VOTORANTIM;4;7151,80
202402;1;ES;51750;BANCO SICOOB;28;34596,71
202402;1;ES;30173;BANRISUL;1;4490,03
202402;1;ES;49906;BB;100;145768,86
202402;1;ES;30290;BMG;15;13017,68
202402;1;ES;10045;BRADESCO;57;71256,15
202402;1;ES;31976;BRB;9;18332,94
202402;1;ES;49944;BTG PACTUAL;906;1256979,25
202402;1;ES;52072;C6 BANK;27;32658,85
202402;1;ES;51626;CAIXA ECONÔMICA FEDERAL;3;1031,13
202402;1;ES;51884;INTER;306;367588,36
202402;1;ES;10069;ITAU;217;269655,23
202402;1;ES;52058;NUBANK;843;1019589,80
202402;1;ES;30379;SANTANDER;55;61967,31
202402;1;ES;51011;VOTORANTIM;2;2548,64
202402;1;GO;51750;BANCO SICOOB;1;582,03
202402;1;GO;30173;BANRISUL;2;5378,79
202402;1;GO;49906;BB;207;261761,97
202402;1;GO;30290;BMG;29;37807,11
202402;1;GO;10045;BRADESCO;137;150072,94
202402;1;GO;31976;BRB;150;222656,69
202402;1;GO;49944;BTG PACTUAL;1577;2166644,94
202402;1;GO;52072;C6 BANK;52;65004,72
202402;1;GO;51626;CAIXA ECONÔMICA FEDERAL;8;5379,55
202402;1;GO;51884;INTER;560;619926,22
202402;1;GO;10069;ITAU;466;578372,57
202402;1;GO;52058;NUBANK;1534;1557893,37
202402;1;GO;30379;SANTANDER;132;156653,07
202402;1;GO;51011;VOTORANTIM;9;14076,77
202402;1;MA;51750;BANCO SICOOB;3;2345,80
202402;1;MA;49906;BB;382;425294,88
202402;1;MA;30290;BMG;16;28190,32
202402;1;MA;10045;BRADESCO;151;131486,59
202402;1;MA;31976;BRB;14;10284,94
202402;1;MA;49944;BTG PACTUAL;973;1148971,02
202402;1;MA;52072;C6 BANK;23;21384,57
202402;1;MA;51626;CAIXA ECONÔMICA FEDERAL;3;3052,87
202402;1;MA;51884;INTER;407;447530,83
202402;1;MA;10069;ITAU;198;180316,49
202402;1;MA;52058;NUBANK;1380;1315386,33
202402;1;MA;30379;SANTANDER;116;114999,70
202402;1;MA;51011;VOTORANTIM;7;10613,39
202402;1;MG;51750;BANCO SICOOB;62;90962,56
202402;1;MG;30173;BANRISUL;4;7245,75
202402;1;MG;49906;BB;664;955586,21
202402;1;MG;30290;BMG;95;130409,23
202402;1;MG;10045;BRADESCO;485;529748,93
202402;1;MG;31976;BRB;53;65252,65
202402;1;MG;49944;BTG PACTUAL;4629;6593801,00
202402;1;MG;52072;C6 BANK;162;216826,18
202402;1;MG;51626;CAIXA ECONÔMICA FEDERAL;21;13879,37
202402;1;MG;25420696;CC CREDINACIONAL LTDA - SICOOB CREDINACIONAL;2;1540,90
202402;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;2;1407,37
202402;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;1;4280,90
202402;1;MG;51884;INTER;2527;2844640,29
202402;1;MG;10069;ITAU;1410;1656643,17
202402;1;MG;52058;NUBANK;4583;5248149,09
202402;1;MG;30379;SANTANDER;402;521937,05
202402;1;MG;51011;VOTORANTIM;19;22247,19
202402;1;MS;51750;BANCO SICOOB;3;5261,22
202402;1;MS;49906;BB;199;246706,09
202402;1;MS;30290;BMG;17;11877,25
202402;1;MS;10045;BRADESCO;140;171112,03
202402;1;MS;31976;BRB;8;12534,57
202402;1;MS;49944;BTG PACTUAL;898;1296083,45
202402;1;MS;52072;C6 BANK;36;45853,49
202402;1;MS;51626;CAIXA ECONÔMICA FEDERAL;2;488,50
202402;1;MS;51884;INTER;261;290524,87
202402;1;MS;10069;ITAU;134;183572,55
202402;1;MS;52058;NUBANK;1027;1193981,62
202402;1;MS;30379;SANTANDER;90;86333,29
202402;1;MS;51011;VOTORANTIM;4;4272,25
202402;1;MT;51750;BANCO SICOOB;13;21128,60
202402;1;MT;49906;BB;213;355603,62
202402;1;MT;30290;BMG;26;39618,14
202402;1;MT;10045;BRADESCO;98;117951,27
202402;1;MT;31976;BRB;21;30307,75
202402;1;MT;49944;BTG PACTUAL;981;1554950,58
202402;1;MT;52072;C6 BANK;31;44826,24
202402;1;MT;51626;CAIXA ECONÔMICA FEDERAL;2;689,25
202402;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;2;4688,45
202402;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;4;5681,93
202402;1;MT;51884;INTER;270;371999,87
202402;1;MT;10069;ITAU;122;171282,73
202402;1;MT;52058;NUBANK;923;1186710,83
202402;1;MT;30379;SANTANDER;74;112309,01
202402;1;MT;3632872;SICOOB CREDISUL;4;9167,39
202402;1;MT;51011;VOTORANTIM;9;20706,39
202402;1;PA;51750;BANCO SICOOB;6;12968,65
202402;1;PA;30173;BANRISUL;1;2577,34
202402;1;PA;49906;BB;309;324635,73
202402;1;PA;4913711;BCO DO EST. DO PA S.A.;13;43625,39
202402;1;PA;30290;BMG;28;32693,17
202402;1;PA;10045;BRADESCO;187;178003,48
202402;1;PA;31976;BRB;17;27801,27
202402;1;PA;49944;BTG PACTUAL;1628;1980903,78
202402;1;PA;52072;C6 BANK;65;93675,23
202402;1;PA;51626;CAIXA ECONÔMICA FEDERAL;7;1727,52
202402;1;PA;37079720;CCLA SICOOB CREDIJUSTRA;1;2318,81
202402;1;PA;51884;INTER;717;726319,73
202402;1;PA;10069;ITAU;422;420681,07
202402;1;PA;52058;NUBANK;1897;1696791,88
202402;1;PA;30379;SANTANDER;144;155346,74
202402;1;PA;51011;VOTORANTIM;9;14471,68
202402;1;PB;49906;BB;189;237508,66
202402;1;PB;30290;BMG;29;51641,99
202402;1;PB;10045;BRADESCO;169;168812,98
202402;1;PB;31976;BRB;85;93221,36
202402;1;PB;49944;BTG PACTUAL;1149;1497178,86
202402;1;PB;52072;C6 BANK;31;46044,72
202402;1;PB;51626;CAIXA ECONÔMICA FEDERAL;12;4167,53
202402;1;PB;51884;INTER;371;382248,79
202402;1;PB;10069;ITAU;192;210165,97
202402;1;PB;52058;NUBANK;1155;1186332,04
202402;1;PB;30379;SANTANDER;68;72996,36
202402;1;PB;51011;VOTORANTIM;3;3523,82
202402;1;PE;51750;BANCO SICOOB;3;4427,80
202402;1;PE;30173;BANRISUL;1;2425,60
202402;1;PE;49906;BB;324;372180,90
202402;1;PE;30290;BMG;42;56283,97
202402;1;PE;10045;BRADESCO;316;329397,01
202402;1;PE;31976;BRB;21;24258,84
202402;1;PE;49944;BTG PACTUAL;2140;2593478,68
202402;1;PE;52072;C6 BANK;61;68093,57
202402;1;PE;51626;CAIXA ECONÔMICA FEDERAL;8;1901,99
202402;1;PE;51884;INTER;776;782652,27
202402;1;PE;10069;ITAU;500;517361,28
202402;1;PE;52058;NUBANK;2229;2112719,67
202402;1;PE;30379;SANTANDER;235;260662,13
202402;1;PE;51011;VOTORANTIM;5;6106,66
202402;1;PI;49906;BB;217;298958,91
202402;1;PI;30290;BMG;17;22209,95
202402;1;PI;10045;BRADESCO;64;61995,60
202402;1;PI;31976;BRB;21;33875,77
202402;1;PI;49944;BTG PACTUAL;760;955461,96
202402;1;PI;52072;C6 BANK;15;9003,79
202402;1;PI;51626;CAIXA ECONÔMICA FEDERAL;4;2021,42
202402;1;PI;51884;INTER;262;271843,09
202402;1;PI;10069;ITAU;129;136301,37
202402;1;PI;52058;NUBANK;884;970347,50
202402;1;PI;30379;SANTANDER;50;55694,27
202402;1;PI;51011;VOTORANTIM;4;3208,16
202402;1;PR;51750;BANCO SICOOB;15;22979,61
202402;1;PR;49906;BB;298;367616,36
202402;1;PR;30290;BMG;25;32853,16
202402;1;PR;10045;BRADESCO;255;299225,26
202402;1;PR;31976;BRB;22;31964,85
202402;1;PR;49944;BTG PACTUAL;2944;4193343,45
202402;1;PR;52072;C6 BANK;143;177589,56
202402;1;PR;51626;CAIXA ECONÔMICA FEDERAL;16;14231,40
202402;1;PR;2466552;CC SICOOB VALE SUL;2;2205,53
202402;1;PR;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;2;6083,41
202402;1;PR;51884;INTER;646;834593,84
202402;1;PR;10069;ITAU;903;1107026,98
202402;1;PR;52058;NUBANK;2794;3253884,43
202402;1;PR;30379;SANTANDER;229;286757,57
202402;1;PR;51011;VOTORANTIM;13;17742,84
202402;1;RJ;51750;BANCO SICOOB;9;9277,54
202402;1;RJ;30173;BANRISUL;6;8395,19
202402;1;RJ;49906;BB;504;581938,16
202402;1;RJ;30290;BMG;66;61239,87
202402;1;RJ;10045;BRADESCO;665;638302,04
202402;1;RJ;31976;BRB;167;163230,29
202402;1;RJ;49944;BTG PACTUAL;4978;6103291,97
202402;1;RJ;52072;C6 BANK;236;247475,39
202402;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;13;8102,88
202402;1;RJ;51884;INTER;1570;1620111,01
202402;1;RJ;10069;ITAU;2446;2548716,46
202402;1;RJ;52058;NUBANK;5781;5429047,32
202402;1;RJ;30379;SANTANDER;718;819348,75
202402;1;RJ;3632872;SICOOB CREDISUL;1;1839,17
202402;1;RJ;51011;VOTORANTIM;8;10746,03
202402;1;RN;51750;BANCO SICOOB;2;819,40
202402;1;RN;30173;BANRISUL;1;433,39
202402;1;RN;49906;BB;211;264147,95
202402;1;RN;30290;BMG;37;91367,93
202402;1;RN;10045;BRADESCO;90;83361,89
202402;1;RN;31976;BRB;14;14692,42
202402;1;RN;49944;BTG PACTUAL;978;1213798,72
202402;1;RN;52072;C6 BANK;24;17969,00
202402;1;RN;51626;CAIXA ECONÔMICA FEDERAL;1;1156,71
202402;1;RN;51884;INTER;346;370855,38
202402;1;RN;10069;ITAU;149;183535,33
202402;1;RN;52058;NUBANK;1052;1073233,52
202402;1;RN;30379;SANTANDER;64;78673,74
202402;1;RN;51011;VOTORANTIM;5;6368,59
202402;1;RO;51750;BANCO SICOOB;3;3086,64
202402;1;RO;49906;BB;135;197123,54
202402;1;RO;30290;BMG;12;13073,86
202402;1;RO;10045;BRADESCO;55;87179,68
202402;1;RO;31976;BRB;4;8813,59
202402;1;RO;49944;BTG PACTUAL;533;848285,14
202402;1;RO;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;3;4718,88
202402;1;RO;52072;C6 BANK;31;44294,91
202402;1;RO;51626;CAIXA ECONÔMICA FEDERAL;4;684,66
202402;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;10;16623,69
202402;1;RO;51884;INTER;169;220865,75
202402;1;RO;10069;ITAU;111;177507,65
202402;1;RO;52058;NUBANK;686;811374,65
202402;1;RO;30379;SANTANDER;39;52579,05
202402;1;RO;5203605;SICOOB AMAZÔNIA;4;6452,91
202402;1;RO;3632872;SICOOB CREDISUL;7;6621,89
202402;1;RO;51011;VOTORANTIM;7;9000,27
202402;1;RR;30173;BANRISUL;1;357,45
202402;1;RR;49906;BB;60;77098,28
202402;1;RR;30290;BMG;3;6752,03
202402;1;RR;10045;BRADESCO;19;20128,52
202402;1;RR;49944;BTG PACTUAL;177;248051,22
202402;1;RR;52072;C6 BANK;4;1720,13
