Data,1178 - % a.a.,11 - % a.d.,Tx. %acum.
14/06/2000,"18,32","0,066777","5.233,74"
15/06/2000,"18,32","0,066777","5.237,30"
16/06/2000,"18,33","0,066811","5.240,86"
19/06/2000,"18,33","0,066811","5.244,43"
20/06/2000,"18,32","0,066777","5.248,00"
21/06/2000,"17,51","0,06405","5.251,43"
23/06/2000,"17,5","0,064016","5.254,85"
26/06/2000,"17,46","0,063881","5.258,27"
27/06/2000,"17,4","0,063678","5.261,69"
28/06/2000,"17,39","0,063644","5.265,10"
29/06/2000,"17,34","0,063475","5.268,50"
30/06/2000,"17,29","0,063305","5.271,90"
03/07/2000,"17,26","0,063204","5.275,30"
04/07/2000,"17,22","0,063068","5.278,69"
05/07/2000,"17,23","0,063102","5.282,08"
06/07/2000,"17,28","0,063272","5.285,49"
07/07/2000,"17,28","0,063272","5.288,89"
10/07/2000,"17,01","0,062356","5.292,25"
11/07/2000,"16,96","0,062187","5.295,61"
12/07/2000,"16,98","0,062255","5.298,97"
13/07/2000,"16,94","0,062119","5.302,32"
14/07/2000,"16,95","0,062153","5.305,68"
17/07/2000,"16,95","0,062153","5.309,04"
18/07/2000,"16,94","0,062119","5.312,40"
19/07/2000,"16,91","0,062017","5.315,75"
20/07/2000,"16,58","0,060895","5.319,05"
21/07/2000,"16,52","0,06069","5.322,34"
24/07/2000,"16,53","0,060724","5.325,63"
25/07/2000,"16,49","0,060588","5.328,92"
26/07/2000,"16,49","0,060588","5.332,21"
27/07/2000,"16,47","0,06052","5.335,50"
28/07/2000,"16,44","0,060417","5.338,78"
31/07/2000,"16,39","0,060247","5.342,06"
01/08/2000,"16,4","0,060281","5.345,34"
02/08/2000,"16,44","0,060417","5.348,63"
03/08/2000,"16,43","0,060383","5.351,92"
04/08/2000,"16,44","0,060417","5.355,21"
07/08/2000,"16,48","0,060554","5.358,52"
08/08/2000,"16,49","0,060588","5.361,82"
09/08/2000,"16,54","0,060758","5.365,14"
10/08/2000,"16,56","0,060826","5.368,47"
11/08/2000,"16,6","0,060963","5.371,80"
14/08/2000,"16,6","0,060963","5.375,14"
15/08/2000,"16,47","0,06052","5.378,45"
16/08/2000,"16,44","0,060417","5.381,76"
17/08/2000,"16,53","0,060724","5.385,09"
18/08/2000,"16,6","0,060963","5.388,43"
21/08/2000,"16,57","0,06086","5.391,77"
22/08/2000,"16,59","0,060929","5.395,12"
23/08/2000,"16,56","0,060826","5.398,46"
24/08/2000,"16,6","0,060963","5.401,81"
25/08/2000,"16,6","0,060963","5.405,17"
28/08/2000,"16,6","0,060963","5.408,52"
29/08/2000,"16,6","0,060963","5.411,88"
30/08/2000,"16,47","0,06052","5.415,22"
31/08/2000,"16,41","0,060315","5.418,54"
01/09/2000,"16,4","0,060281","5.421,87"
04/09/2000,"16,4","0,060281","5.425,20"
05/09/2000,"16,39","0,060247","5.428,53"
06/09/2000,"16,53","0,060724","5.431,88"
08/09/2000,"16,55","0,060792","5.435,25"
11/09/2000,"16,58","0,060895","5.438,62"
12/09/2000,"16,59","0,060929","5.441,99"
13/09/2000,"16,6","0,060963","5.445,37"
14/09/2000,"16,6","0,060963","5.448,75"
15/09/2000,"16,6","0,060963","5.452,13"
18/09/2000,"16,6","0,060963","5.455,52"
19/09/2000,"16,59","0,060929","5.458,90"
20/09/2000,"16,6","0,060963","5.462,29"
21/09/2000,"16,6","0,060963","5.465,68"
22/09/2000,"16,6","0,060963","5.469,08"
25/09/2000,"16,6","0,060963","5.472,47"
26/09/2000,"16,6","0,060963","5.475,87"
27/09/2000,"16,59","0,060929","5.479,27"
28/09/2000,"16,59","0,060929","5.482,67"
29/09/2000,"16,6","0,060963","5.486,07"
02/10/2000,"16,59","0,060929","5.489,47"
03/10/2000,"16,57","0,06086","5.492,87"
04/10/2000,"16,6","0,060963","5.496,28"
05/10/2000,"16,59","0,060929","5.499,69"
06/10/2000,"16,6","0,060963","5.503,11"
09/10/2000,"16,59","0,060929","5.506,52"
10/10/2000,"16,59","0,060929","5.509,94"
11/10/2000,"16,6","0,060963","5.513,36"
13/10/2000,"16,6","0,060963","5.516,78"
16/10/2000,"16,6","0,060963","5.520,20"
17/10/2000,"16,6","0,060963","5.523,63"
18/10/2000,"16,6","0,060963","5.527,06"
19/10/2000,"16,6","0,060963","5.530,49"
20/10/2000,"16,6","0,060963","5.533,92"
23/10/2000,"16,6","0,060963","5.537,36"
24/10/2000,"16,6","0,060963","5.540,79"
25/10/2000,"16,6","0,060963","5.544,23"
26/10/2000,"16,6","0,060963","5.547,67"
27/10/2000,"16,6","0,060963","5.551,12"
30/10/2000,"16,6","0,060963","5.554,56"
31/10/2000,"16,59","0,060929","5.558,01"
01/11/2000,"16,53","0,060724","5.561,44"
03/11/2000,"16,45","0,060452","5.564,86"
06/11/2000,"16,4","0,060281","5.568,28"
07/11/2000,"16,44","0,060417","5.571,70"
08/11/2000,"16,5","0,060622","5.575,14"
09/11/2000,"16,54","0,060758","5.578,59"
10/11/2000,"16,6","0,060963","5.582,05"
13/11/2000,"16,6","0,060963","5.585,52"
14/11/2000,"16,6","0,060963","5.588,98"
16/11/2000,"16,6","0,060963","5.592,45"
17/11/2000,"16,6","0,060963","5.595,92"
20/11/2000,"16,6","0,060963","5.599,39"
21/11/2000,"16,59","0,060929","5.602,87"
22/11/2000,"16,45","0,060452","5.606,31"
23/11/2000,"16,46","0,060486","5.609,76"
24/11/2000,"16,43","0,060383","5.613,21"
27/11/2000,"16,45","0,060452","5.616,67"
28/11/2000,"16,47","0,06052","5.620,13"
29/11/2000,"16,42","0,060349","5.623,58"
30/11/2000,"16,4","0,060281","5.627,03"
01/12/2000,"16,4","0,060281","5.630,48"
04/12/2000,"16,38","0,060213","5.633,93"
05/12/2000,"16,37","0,060179","5.637,38"
06/12/2000,"16,37","0,060179","5.640,83"
07/12/2000,"16,36","0,060145","5.644,29"
08/12/2000,"16,36","0,060145","5.647,74"
11/12/2000,"16,35","0,06011","5.651,20"
12/12/2000,"16,34","0,060076","5.654,65"
13/12/2000,"16,35","0,06011","5.658,11"
14/12/2000,"16,34","0,060076","5.661,57"
15/12/2000,"16,33","0,060042","5.665,03"
18/12/2000,"16,32","0,060008","5.668,49"
19/12/2000,"16,31","0,059974","5.671,95"
20/12/2000,"16,31","0,059974","5.675,41"
21/12/2000,"15,82","0,058298","5.678,78"
22/12/2000,"15,82","0,058298","5.682,15"
26/12/2000,"15,83","0,058332","5.685,52"
27/12/2000,"15,8","0,058229","5.688,89"
28/12/2000,"15,84","0,058366","5.692,27"
29/12/2000,"15,84","0,058366","5.695,65"
03/01/2000,"15,85","0,0584","5.699,03"
03/01/2001,"15,79","0,058195","5.702,41"
04/01/2001,"15,83","0,058332","5.705,79"
05/01/2001,"15,8","0,058229","5.709,17"
08/01/2001,"15,8","0,058229","5.712,55"
09/01/2001,"15,8","0,058229","5.715,94"
10/01/2001,"15,66","0,057749","5.719,30"
11/01/2001,"15,65","0,057714","5.722,66"
12/01/2001,"15,65","0,057714","5.726,02"
15/01/2001,"15,65","0,057714","5.729,38"
16/01/2001,"15,65","0,057714","5.732,74"
17/01/2001,"15,59","0,057508","5.736,10"
18/01/2001,"15,31","0,056545","5.739,40"
19/01/2001,"15,3","0,056511","5.742,70"
22/01/2001,"15,29","0,056476","5.746,00"
23/01/2001,"15,24","0,056304","5.749,29"
24/01/2001,"15,17","0,056063","5.752,57"
25/01/2001,"15,16","0,056028","5.755,85"
26/01/2001,"15,15","0,055994","5.759,13"
29/01/2001,"15,15","0,055994","5.762,41"
30/01/2001,"15,14","0,05596","5.765,69"
31/01/2001,"15,12","0,055891","5.768,97"
01/02/2001,"15,12","0,055891","5.772,25"
02/02/2001,"15,1","0,055822","5.775,52"
05/02/2001,"15,1","0,055822","5.778,80"
06/02/2001,"15,15","0,055994","5.782,10"
07/02/2001,"15,21","0,056201","5.785,40"
08/02/2001,"15,26","0,056373","5.788,72"
09/02/2001,"15,28","0,056442","5.792,04"
12/02/2001,"15,24","0,056304","5.795,36"
13/02/2001,"15,15","0,055994","5.798,66"
14/02/2001,"15,07","0,055718","5.801,95"
15/02/2001,"15,26","0,056373","5.805,28"
16/02/2001,"15,23","0,05627","5.808,60"
19/02/2001,"15,17","0,056063","5.811,91"
20/02/2001,"15,31","0,056545","5.815,25"
21/02/2001,"15,26","0,056373","5.818,59"
22/02/2001,"15,26","0,056373","5.821,92"
23/02/2001,"15,29","0,056476","5.825,27"
28/02/2001,"15,14","0,05596","5.828,59"
01/03/2001,"15,12","0,055891","5.831,90"
02/03/2001,"15,11","0,055856","5.835,21"
05/03/2001,"15,17","0,056063","5.838,54"
06/03/2001,"15,12","0,055891","5.841,86"
07/03/2001,"15,19","0,056132","5.845,19"
08/03/2001,"15,21","0,056201","5.848,54"
09/03/2001,"15,11","0,055856","5.851,86"
12/03/2001,"15,09","0,055787","5.855,18"
13/03/2001,"15,13","0,055925","5.858,51"
14/03/2001,"15,13","0,055925","5.861,84"
15/03/2001,"15,11","0,055856","5.865,17"
16/03/2001,"15,24","0,056304","5.868,53"
19/03/2001,"15,32","0,05658","5.871,91"
20/03/2001,"15,35","0,056683","5.875,29"
21/03/2001,"15,35","0,056683","5.878,68"
22/03/2001,"15,85","0,0584","5.882,17"
23/03/2001,"15,85","0,0584","5.885,66"
26/03/2001,"15,85","0,0584","5.889,16"
27/03/2001,"15,85","0,0584","5.892,66"
28/03/2001,"15,85","0,0584","5.896,16"
29/03/2001,"15,84","0,058366","5.899,66"
30/03/2001,"15,84","0,058366","5.903,16"
02/04/2001,"15,83","0,058332","5.906,66"
03/04/2001,"15,81","0,058263","5.910,16"
04/04/2001,"15,81","0,058263","5.913,66"
05/04/2001,"15,82","0,058298","5.917,17"
06/04/2001,"15,83","0,058332","5.920,68"
09/04/2001,"15,81","0,058263","5.924,18"
10/04/2001,"15,84","0,058366","5.927,70"
11/04/2001,"15,82","0,058298","5.931,21"
12/04/2001,"15,85","0,0584","5.934,74"
16/04/2001,"15,85","0,0584","5.938,26"
17/04/2001,"15,85","0,0584","5.941,79"
18/04/2001,"15,87","0,058469","5.945,32"
19/04/2001,"16,35","0,06011","5.948,95"
20/04/2001,"16,3","0,05994","5.952,58"
23/04/2001,"16,3","0,05994","5.956,21"
24/04/2001,"16,31","0,059974","5.959,84"
25/04/2001,"16,3","0,05994","5.963,47"
26/04/2001,"16,31","0,059974","5.967,11"
27/04/2001,"16,29","0,059906","5.970,74"
30/04/2001,"16,28","0,059871","5.974,38"
02/05/2001,"16,25","0,059769","5.978,01"
03/05/2001,"16,26","0,059803","5.981,64"
04/05/2001,"16,29","0,059906","5.985,29"
07/05/2001,"16,28","0,059871","5.988,93"
08/05/2001,"16,3","0,05994","5.992,58"
09/05/2001,"16,28","0,059871","5.996,23"
10/05/2001,"16,3","0,05994","5.999,88"
11/05/2001,"16,28","0,059871","6.003,53"
14/05/2001,"16,3","0,05994","6.007,19"
15/05/2001,"16,3","0,05994","6.010,85"
16/05/2001,"16,3","0,05994","6.014,52"
17/05/2001,"16,29","0,059906","6.018,18"
18/05/2001,"16,3","0,05994","6.021,85"
21/05/2001,"16,3","0,05994","6.025,52"
22/05/2001,"16,3","0,05994","6.029,19"
23/05/2001,"16,33","0,060042","6.032,87"
24/05/2001,"16,77","0,061541","6.036,64"
25/05/2001,"16,8","0,061643","6.040,42"
28/05/2001,"16,8","0,061643","6.044,21"
29/05/2001,"16,8","0,061643","6.048,00"
30/05/2001,"16,8","0,061643","6.051,79"
31/05/2001,"16,8","0,061643","6.055,58"
01/06/2001,"16,81","0,061677","6.059,37"
04/06/2001,"16,8","0,061643","6.063,17"
05/06/2001,"16,78","0,061575","6.066,97"
06/06/2001,"16,75","0,061473","6.070,76"
07/06/2001,"16,73","0,061405","6.074,55"
08/06/2001,"16,69","0,061269","6.078,33"
11/06/2001,"16,65","0,061133","6.082,11"
12/06/2001,"16,63","0,061065","6.085,88"
13/06/2001,"16,67","0,061201","6.089,67"
15/06/2001,"16,65","0,061133","6.093,45"
18/06/2001,"16,79","0,061609","6.097,27"
19/06/2001,"16,8","0,061643","6.101,09"
20/06/2001,"16,87","0,061881","6.104,93"
21/06/2001,"18,29","0,066677","6.109,06"
22/06/2001,"18,27","0,066609","6.113,20"
25/06/2001,"18,3","0,06671","6.117,34"
26/06/2001,"18,3","0,06671","6.121,49"
27/06/2001,"18,31","0,066744","6.125,64"
28/06/2001,"18,31","0,066744","6.129,80"
29/06/2001,"18,32","0,066777","6.133,96"
02/07/2001,"18,32","0,066777","6.138,12"
03/07/2001,"18,31","0,066744","6.142,28"
04/07/2001,"18,32","0,066777","6.146,45"
05/07/2001,"18,31","0,066744","6.150,62"
06/07/2001,"18,32","0,066777","6.154,80"
09/07/2001,"18,3","0,06671","6.158,97"
10/07/2001,"18,32","0,066777","6.163,15"
11/07/2001,"18,33","0,066811","6.167,33"
12/07/2001,"18,32","0,066777","6.171,52"
13/07/2001,"18,32","0,066777","6.175,71"
16/07/2001,"18,33","0,066811","6.179,90"
17/07/2001,"18,3","0,06671","6.184,09"
18/07/2001,"18,37","0,066945","6.188,30"
19/07/2001,19,"0,069053","6.192,64"
20/07/2001,19,"0,069053","6.196,98"
23/07/2001,"18,95","0,068886","6.201,32"
24/07/2001,"18,9","0,068719","6.205,65"
25/07/2001,"18,93","0,068819","6.209,99"
26/07/2001,"18,89","0,068686","6.214,32"
27/07/2001,"18,88","0,068652","6.218,66"
30/07/2001,"18,9","0,068719","6.223,00"
31/07/2001,"18,88","0,068652","6.227,34"
01/08/2001,"18,88","0,068652","6.231,69"
02/08/2001,"18,88","0,068652","6.236,03"
03/08/2001,"18,89","0,068686","6.240,38"
06/08/2001,"18,92","0,068786","6.244,75"
07/08/2001,"19,02","0,06912","6.249,13"
08/08/2001,19,"0,069053","6.253,52"
09/08/2001,19,"0,069053","6.257,90"
10/08/2001,19,"0,069053","6.262,29"
13/08/2001,"18,99","0,06902","6.266,68"
14/08/2001,"18,99","0,06902","6.271,08"
15/08/2001,"18,97","0,068953","6.275,47"
16/08/2001,"19,03","0,069153","6.279,88"
17/08/2001,"19,04","0,069186","6.284,29"
20/08/2001,"19,05","0,06922","6.288,71"
21/08/2001,"19,06","0,069253","6.293,14"
22/08/2001,"19,03","0,069153","6.297,56"
23/08/2001,"19,03","0,069153","6.301,98"
24/08/2001,"19,03","0,069153","6.306,41"
27/08/2001,"19,03","0,069153","6.310,84"
28/08/2001,"19,01","0,069086","6.315,27"
29/08/2001,"18,99","0,06902","6.319,70"
30/08/2001,"19,01","0,069086","6.324,13"
31/08/2001,"19,05","0,06922","6.328,58"
03/09/2001,"19,05","0,06922","6.333,03"
04/09/2001,"19,05","0,06922","6.337,48"
05/09/2001,"19,06","0,069253","6.341,94"
06/09/2001,"19,06","0,069253","6.346,40"
10/09/2001,"19,07","0,069286","6.350,87"
11/09/2001,"19,05","0,06922","6.355,33"
12/09/2001,"19,05","0,06922","6.359,80"
13/09/2001,"19,06","0,069253","6.364,28"
14/09/2001,"19,06","0,069253","6.368,75"
17/09/2001,"19,06","0,069253","6.373,23"
18/09/2001,"19,06","0,069253","6.377,71"
19/09/2001,"19,06","0,069253","6.382,20"
20/09/2001,"19,06","0,069253","6.386,69"
21/09/2001,"19,06","0,069253","6.391,18"
24/09/2001,"19,07","0,069286","6.395,68"
25/09/2001,"19,07","0,069286","6.400,18"
26/09/2001,"19,08","0,06932","6.404,69"
27/09/2001,"19,09","0,069353","6.409,20"
28/09/2001,"19,1","0,069386","6.413,71"
01/10/2001,"19,1","0,069386","6.418,23"
02/10/2001,"19,11","0,06942","6.422,76"
03/10/2001,"19,11","0,06942","6.427,29"
04/10/2001,"19,1","0,069386","6.431,82"
05/10/2001,"19,09","0,069353","6.436,35"
08/10/2001,"19,07","0,069286","6.440,87"
09/10/2001,"19,06","0,069253","6.445,40"
10/10/2001,"19,05","0,06922","6.449,93"
11/10/2001,"19,05","0,06922","6.454,47"
15/10/2001,"19,05","0,06922","6.459,01"
16/10/2001,"19,05","0,06922","6.463,55"
17/10/2001,"19,05","0,06922","6.468,09"
18/10/2001,"19,05","0,06922","6.472,64"
19/10/2001,"19,05","0,06922","6.477,19"
22/10/2001,"19,05","0,06922","6.481,74"
23/10/2001,"19,05","0,06922","6.486,29"
24/10/2001,"19,05","0,06922","6.490,85"
25/10/2001,"19,05","0,06922","6.495,41"
26/10/2001,"19,05","0,06922","6.499,98"
29/10/2001,"19,05","0,06922","6.504,55"
30/10/2001,"19,05","0,06922","6.509,12"
31/10/2001,"19,05","0,06922","6.513,70"
01/11/2001,"19,05","0,06922","6.518,27"
05/11/2001,"19,05","0,06922","6.522,85"
06/11/2001,"19,04","0,069186","6.527,44"
07/11/2001,"19,05","0,06922","6.532,02"
08/11/2001,"19,04","0,069186","6.536,61"
09/11/2001,"19,04","0,069186","6.541,20"
12/11/2001,"19,05","0,06922","6.545,80"
13/11/2001,"19,05","0,06922","6.550,40"
14/11/2001,"19,05","0,06922","6.555,00"
16/11/2001,"19,05","0,06922","6.559,61"
19/11/2001,"19,05","0,06922","6.564,22"
20/11/2001,"19,05","0,06922","6.568,83"
21/11/2001,"19,05","0,06922","6.573,45"
22/11/2001,"19,05","0,06922","6.578,07"
23/11/2001,"19,05","0,06922","6.582,69"
26/11/2001,"19,05","0,06922","6.587,32"
27/11/2001,"19,05","0,06922","6.591,95"
28/11/2001,"19,05","0,06922","6.596,58"
29/11/2001,"19,05","0,06922","6.601,21"
30/11/2001,"19,05","0,06922","6.605,85"
03/12/2001,"19,05","0,06922","6.610,49"
04/12/2001,"19,05","0,06922","6.615,14"
05/12/2001,"19,05","0,06922","6.619,79"
06/12/2001,"19,05","0,06922","6.624,44"
07/12/2001,"19,05","0,06922","6.629,09"
10/12/2001,"19,05","0,06922","6.633,75"
11/12/2001,"19,05","0,06922","6.638,41"
12/12/2001,"19,05","0,06922","6.643,08"
13/12/2001,"19,05","0,06922","6.647,75"
14/12/2001,"19,05","0,06922","6.652,42"
17/12/2001,"19,05","0,06922","6.657,09"
18/12/2001,"19,05","0,06922","6.661,77"
19/12/2001,"19,05","0,06922","6.666,45"
20/12/2001,"19,05","0,06922","6.671,13"
21/12/2001,"19,05","0,06922","6.675,82"
24/12/2001,"19,05","0,06922","6.680,51"
26/12/2001,"19,05","0,06922","6.685,20"
27/12/2001,"19,05","0,06922","6.689,90"
28/12/2001,"19,05","0,06922","6.694,60"
31/12/2001,"19,05","0,06922","6.699,30"
02/01/2001,"19,05","0,06922","6.704,01"
03/01/2002,"19,05","0,06922","6.708,72"
04/01/2002,"19,05","0,06922","6.713,43"
07/01/2002,"19,05","0,06922","6.718,15"
08/01/2002,"19,05","0,06922","6.722,87"
09/01/2002,"19,05","0,06922","6.727,59"
10/01/2002,"19,05","0,06922","6.732,32"
11/01/2002,"19,05","0,06922","6.737,05"
14/01/2002,"19,05","0,06922","6.741,78"
15/01/2002,"19,05","0,06922","6.746,51"
16/01/2002,"19,05","0,06922","6.751,25"
17/01/2002,"19,05","0,06922","6.756,00"
18/01/2002,"19,05","0,06922","6.760,74"
21/01/2002,"19,05","0,06922","6.765,49"
22/01/2002,"19,05","0,06922","6.770,24"
23/01/2002,"19,05","0,06922","6.775,00"
24/01/2002,"19,05","0,06922","6.779,76"
25/01/2002,"19,05","0,06922","6.784,52"
28/01/2002,"19,05","0,06922","6.789,28"
29/01/2002,"19,05","0,06922","6.794,05"
30/01/2002,"19,05","0,06922","6.798,83"
31/01/2002,"19,05","0,06922","6.803,60"
01/02/2002,"19,05","0,06922","6.808,38"
04/02/2002,"19,05","0,06922","6.813,16"
05/02/2002,"19,05","0,06922","6.817,95"
06/02/2002,"19,05","0,06922","6.822,73"
07/02/2002,"19,05","0,06922","6.827,53"
08/02/2002,"19,05","0,06922","6.832,32"
13/02/2002,"19,05","0,06922","6.837,12"
14/02/2002,"19,05","0,06922","6.841,92"
15/02/2002,"19,05","0,06922","6.846,73"
18/02/2002,"19,05","0,06922","6.851,54"
19/02/2002,"19,05","0,06922","6.856,35"
20/02/2002,"19,05","0,06922","6.861,16"
21/02/2002,"18,8","0,068385","6.865,92"
22/02/2002,"18,8","0,068385","6.870,69"
25/02/2002,"18,8","0,068385","6.875,45"
26/02/2002,"18,8","0,068385","6.880,22"
27/02/2002,"18,8","0,068385","6.885,00"
28/02/2002,"18,79","0,068352","6.889,77"
01/03/2002,"18,8","0,068385","6.894,55"
04/03/2002,"18,8","0,068385","6.899,34"
05/03/2002,"18,8","0,068385","6.904,12"
06/03/2002,"18,8","0,068385","6.908,91"
07/03/2002,"18,8","0,068385","6.913,70"
08/03/2002,"18,8","0,068385","6.918,50"
11/03/2002,"18,8","0,068385","6.923,30"
12/03/2002,"18,8","0,068385","6.928,10"
13/03/2002,"18,8","0,068385","6.932,91"
14/03/2002,"18,8","0,068385","6.937,72"
15/03/2002,"18,8","0,068385","6.942,53"
18/03/2002,"18,8","0,068385","6.947,35"
19/03/2002,"18,8","0,068385","6.952,17"
20/03/2002,"18,79","0,068352","6.956,99"
21/03/2002,"18,55","0,067548","6.961,75"
22/03/2002,"18,54","0,067515","6.966,52"
25/03/2002,"18,55","0,067548","6.971,30"
26/03/2002,"18,55","0,067548","6.976,07"
27/03/2002,"18,54","0,067515","6.980,85"
28/03/2002,"18,52","0,067448","6.985,63"
01/04/2002,"18,47","0,06728","6.990,39"
02/04/2002,"18,4","0,067046","6.995,15"
03/04/2002,"18,4","0,067046","6.999,90"
04/04/2002,"18,4","0,067046","7.004,66"
05/04/2002,"18,4","0,067046","7.009,43"
08/04/2002,"18,4","0,067046","7.014,19"
09/04/2002,"18,4","0,067046","7.018,96"
10/04/2002,"18,4","0,067046","7.023,74"
11/04/2002,"18,4","0,067046","7.028,51"
12/04/2002,"18,4","0,067046","7.033,29"
15/04/2002,"18,4","0,067046","7.038,07"
16/04/2002,"18,4","0,067046","7.042,86"
17/04/2002,"18,4","0,067046","7.047,65"
18/04/2002,"18,4","0,067046","7.052,44"
19/04/2002,"18,39","0,067012","7.057,23"
22/04/2002,"18,38","0,066979","7.062,03"
23/04/2002,"18,35","0,066878","7.066,82"
24/04/2002,"18,34","0,066844","7.071,61"
25/04/2002,"18,37","0,066945","7.076,41"
26/04/2002,"18,36","0,066912","7.081,21"
29/04/2002,"18,28","0,066643","7.086,00"
30/04/2002,"18,11","0,066072","7.090,75"
02/05/2002,"18,37","0,066945","7.095,56"
03/05/2002,"18,34","0,066844","7.100,37"
06/05/2002,"18,33","0,066811","7.105,18"
07/05/2002,"18,28","0,066643","7.109,98"
08/05/2002,"18,27","0,066609","7.114,78"
09/05/2002,"18,34","0,066844","7.119,61"
10/05/2002,"18,37","0,066945","7.124,44"
13/05/2002,"18,4","0,067046","7.129,28"
14/05/2002,"18,41","0,067079","7.134,13"
15/05/2002,"18,42","0,067113","7.138,99"
16/05/2002,"18,42","0,067113","7.143,85"
17/05/2002,"18,41","0,067079","7.148,71"
20/05/2002,"18,41","0,067079","7.153,57"
21/05/2002,"18,4","0,067046","7.158,43"
22/05/2002,"18,37","0,066945","7.163,29"
23/05/2002,"18,41","0,067079","7.168,16"
24/05/2002,"18,42","0,067113","7.173,04"
27/05/2002,"18,41","0,067079","7.177,92"
28/05/2002,"18,41","0,067079","7.182,80"
29/05/2002,"18,33","0,066811","7.187,67"
31/05/2002,"18,16","0,06624","7.192,49"
03/06/2002,"17,31","0,063373","7.197,12"
04/06/2002,"15,9","0,058572","7.201,39"
05/06/2002,"16,87","0,061881","7.205,91"
06/06/2002,18,"0,065702","7.210,71"
07/06/2002,"18,23","0,066475","7.215,57"
10/06/2002,"18,31","0,066744","7.220,45"
11/06/2002,"18,34","0,066844","7.225,34"
12/06/2002,"18,29","0,066677","7.230,23"
13/06/2002,"18,32","0,066777","7.235,12"
14/06/2002,"18,38","0,066979","7.240,04"
17/06/2002,"18,4","0,067046","7.244,96"
18/06/2002,"18,4","0,067046","7.249,88"
19/06/2002,"18,4","0,067046","7.254,81"
20/06/2002,"18,41","0,067079","7.259,74"
21/06/2002,"18,41","0,067079","7.264,68"
24/06/2002,"18,41","0,067079","7.269,62"
25/06/2002,"18,41","0,067079","7.274,56"
26/06/2002,"18,41","0,067079","7.279,51"
27/06/2002,"18,41","0,067079","7.284,46"
28/06/2002,"18,41","0,067079","7.289,41"
01/07/2002,"18,41","0,067079","7.294,37"
02/07/2002,"18,4","0,067046","7.299,33"
03/07/2002,"18,4","0,067046","7.304,29"
04/07/2002,"18,39","0,067012","7.309,25"
05/07/2002,"18,39","0,067012","7.314,22"
08/07/2002,"18,41","0,067079","7.319,19"
09/07/2002,"18,41","0,067079","7.324,17"
10/07/2002,"18,4","0,067046","7.329,14"
11/07/2002,"18,4","0,067046","7.334,12"
12/07/2002,"18,39","0,067012","7.339,11"
15/07/2002,"18,39","0,067012","7.344,09"
16/07/2002,"18,39","0,067012","7.349,08"
17/07/2002,"18,39","0,067012","7.354,07"
18/07/2002,"17,89","0,065332","7.358,94"
19/07/2002,"17,89","0,065332","7.363,81"
22/07/2002,"17,89","0,065332","7.368,69"
23/07/2002,"17,89","0,065332","7.373,57"
24/07/2002,"17,87","0,065264","7.378,45"
25/07/2002,"17,87","0,065264","7.383,33"
26/07/2002,"17,87","0,065264","7.388,21"
29/07/2002,"17,86","0,065231","7.393,10"
30/07/2002,"17,84","0,065163","7.397,98"
31/07/2002,"17,87","0,065264","7.402,87"
01/08/2002,"17,83","0,065129","7.407,76"
02/08/2002,"17,84","0,065163","7.412,65"
05/08/2002,"17,87","0,065264","7.417,55"
06/08/2002,"17,87","0,065264","7.422,46"
07/08/2002,"17,86","0,065231","7.427,37"
08/08/2002,"17,83","0,065129","7.432,27"
09/08/2002,"17,83","0,065129","7.437,18"
12/08/2002,"17,83","0,065129","7.442,08"
13/08/2002,"17,82","0,065096","7.446,99"
14/08/2002,"17,87","0,065264","7.451,92"
15/08/2002,"17,87","0,065264","7.456,85"
16/08/2002,"17,82","0,065096","7.461,77"
19/08/2002,"17,82","0,065096","7.466,69"
20/08/2002,"17,87","0,065264","7.471,63"
21/08/2002,"17,87","0,065264","7.476,57"
22/08/2002,"17,82","0,065096","7.481,50"
23/08/2002,"17,81","0,065062","7.486,43"
26/08/2002,"17,81","0,065062","7.491,37"
27/08/2002,"17,81","0,065062","7.496,31"
28/08/2002,"17,87","0,065264","7.501,27"
29/08/2002,"17,83","0,065129","7.506,22"
30/08/2002,"17,82","0,065096","7.511,17"
02/09/2002,"17,87","0,065264","7.516,14"
03/09/2002,"17,87","0,065264","7.521,11"
04/09/2002,"17,87","0,065264","7.526,08"
05/09/2002,"17,88","0,065298","7.531,06"
06/09/2002,"17,89","0,065332","7.536,05"
09/09/2002,"17,9","0,065365","7.541,04"
10/09/2002,"17,9","0,065365","7.546,03"
11/09/2002,"17,9","0,065365","7.551,03"
12/09/2002,"17,9","0,065365","7.556,03"
13/09/2002,"17,9","0,065365","7.561,04"
16/09/2002,"17,9","0,065365","7.566,04"
17/09/2002,"17,9","0,065365","7.571,05"
18/09/2002,"17,9","0,065365","7.576,07"
19/09/2002,"17,9","0,065365","7.581,09"
20/09/2002,"17,9","0,065365","7.586,11"
23/09/2002,"17,9","0,065365","7.591,13"
24/09/2002,"17,9","0,065365","7.596,16"
25/09/2002,"17,9","0,065365","7.601,19"
26/09/2002,"17,9","0,065365","7.606,22"
27/09/2002,"17,9","0,065365","7.611,26"
30/09/2002,"17,9","0,065365","7.616,30"
01/10/2002,"17,9","0,065365","7.621,34"
02/10/2002,"17,9","0,065365","7.626,39"
03/10/2002,"17,9","0,065365","7.631,44"
04/10/2002,"17,9","0,065365","7.636,49"
07/10/2002,"17,9","0,065365","7.641,55"
08/10/2002,"17,9","0,065365","7.646,61"
