Data;Nome_Indicador;Area_Analise;Valor;Unidade_Medida;Fonte
2008-07-01;Juros Cheque Especial;Dívida;2.43;% ao Ano;Banco Central do Brasil (BCB)
2008-08-01;Juros Cheque Especial;Dívida;2.43;% ao Ano;Banco Central do Brasil (BCB)
2008-09-01;Juros Cheque Especial;Dívida;2.41;% ao Ano;Banco Central do Brasil (BCB)
2008-10-01;Juros Cheque Especial;Dívida;2.48;% ao Ano;Banco Central do Brasil (BCB)
2008-11-01;Juros Cheque Especial;Dívida;2.70;% ao Ano;Banco Central do Brasil (BCB)
2008-12-01;Juros Cheque Especial;Dívida;2.63;% ao Ano;Banco Central do Brasil (BCB)
2009-01-01;Juros Cheque Especial;Dívida;2.51;% ao Ano;Banco Central do Brasil (BCB)
2009-02-01;Juros Cheque Especial;Dívida;2.32;% ao Ano;Banco Central do Brasil (BCB)
2009-03-01;Juros Cheque Especial;Dívida;2.19;% ao Ano;Banco Central do Brasil (BCB)
2009-04-01;Juros Cheque Especial;Dívida;2.20;% ao Ano;Banco Central do Brasil (BCB)
2009-05-01;Juros Cheque Especial;Dívida;2.15;% ao Ano;Banco Central do Brasil (BCB)
2009-06-01;Juros Cheque Especial;Dívida;2.00;% ao Ano;Banco Central do Brasil (BCB)
2009-07-01;Juros Cheque Especial;Dívida;2.01;% ao Ano;Banco Central do Brasil (BCB)
2009-08-01;Juros Cheque Especial;Dívida;1.96;% ao Ano;Banco Central do Brasil (BCB)
2009-09-01;Juros Cheque Especial;Dívida;1.87;% ao Ano;Banco Central do Brasil (BCB)
2009-10-01;Juros Cheque Especial;Dívida;1.91;% ao Ano;Banco Central do Brasil (BCB)
2009-11-01;Juros Cheque Especial;Dívida;1.90;% ao Ano;Banco Central do Brasil (BCB)
2009-12-01;Juros Cheque Especial;Dívida;1.90;% ao Ano;Banco Central do Brasil (BCB)
2010-01-01;Juros Cheque Especial;Dívida;1.89;% ao Ano;Banco Central do Brasil (BCB)
2010-02-01;Juros Cheque Especial;Dívida;1.82;% ao Ano;Banco Central do Brasil (BCB)
2010-03-01;Juros Cheque Especial;Dívida;1.78;% ao Ano;Banco Central do Brasil (BCB)
2010-04-01;Juros Cheque Especial;Dívida;1.78;% ao Ano;Banco Central do Brasil (BCB)
2010-05-01;Juros Cheque Especial;Dívida;1.86;% ao Ano;Banco Central do Brasil (BCB)
2010-06-01;Juros Cheque Especial;Dívida;1.78;% ao Ano;Banco Central do Brasil (BCB)
2010-07-01;Juros Cheque Especial;Dívida;1.81;% ao Ano;Banco Central do Brasil (BCB)
2010-08-01;Juros Cheque Especial;Dívida;1.77;% ao Ano;Banco Central do Brasil (BCB)
2010-09-01;Juros Cheque Especial;Dívida;1.76;% ao Ano;Banco Central do Brasil (BCB)
2010-10-01;Juros Cheque Especial;Dívida;1.78;% ao Ano;Banco Central do Brasil (BCB)
2010-11-01;Juros Cheque Especial;Dívida;1.72;% ao Ano;Banco Central do Brasil (BCB)
2010-12-01;Juros Cheque Especial;Dívida;1.89;% ao Ano;Banco Central do Brasil (BCB)
2011-01-01;Juros Cheque Especial;Dívida;2.02;% ao Ano;Banco Central do Brasil (BCB)
2011-02-01;Juros Cheque Especial;Dívida;2.03;% ao Ano;Banco Central do Brasil (BCB)
2011-03-01;Juros Cheque Especial;Dívida;2.08;% ao Ano;Banco Central do Brasil (BCB)
2011-04-01;Juros Cheque Especial;Dívida;2.11;% ao Ano;Banco Central do Brasil (BCB)
2011-05-01;Juros Cheque Especial;Dívida;2.10;% ao Ano;Banco Central do Brasil (BCB)
2011-06-01;Juros Cheque Especial;Dívida;2.08;% ao Ano;Banco Central do Brasil (BCB)
2011-07-01;Juros Cheque Especial;Dívida;2.08;% ao Ano;Banco Central do Brasil (BCB)
2011-08-01;Juros Cheque Especial;Dívida;2.04;% ao Ano;Banco Central do Brasil (BCB)
2011-09-01;Juros Cheque Especial;Dívida;1.96;% ao Ano;Banco Central do Brasil (BCB)
2011-10-01;Juros Cheque Especial;Dívida;1.96;% ao Ano;Banco Central do Brasil (BCB)
2011-11-01;Juros Cheque Especial;Dívida;1.94;% ao Ano;Banco Central do Brasil (BCB)
2011-12-01;Juros Cheque Especial;Dívida;1.89;% ao Ano;Banco Central do Brasil (BCB)
2012-01-01;Juros Cheque Especial;Dívida;1.91;% ao Ano;Banco Central do Brasil (BCB)
2012-02-01;Juros Cheque Especial;Dívida;1.92;% ao Ano;Banco Central do Brasil (BCB)
2012-03-01;Juros Cheque Especial;Dívida;1.90;% ao Ano;Banco Central do Brasil (BCB)
2012-04-01;Juros Cheque Especial;Dívida;1.86;% ao Ano;Banco Central do Brasil (BCB)
2012-05-01;Juros Cheque Especial;Dívida;1.71;% ao Ano;Banco Central do Brasil (BCB)
2012-06-01;Juros Cheque Especial;Dívida;1.55;% ao Ano;Banco Central do Brasil (BCB)
2012-07-01;Juros Cheque Especial;Dívida;1.58;% ao Ano;Banco Central do Brasil (BCB)
2012-08-01;Juros Cheque Especial;Dívida;1.55;% ao Ano;Banco Central do Brasil (BCB)
2012-09-01;Juros Cheque Especial;Dívida;1.61;% ao Ano;Banco Central do Brasil (BCB)
2012-10-01;Juros Cheque Especial;Dívida;1.57;% ao Ano;Banco Central do Brasil (BCB)
2012-11-01;Juros Cheque Especial;Dívida;1.56;% ao Ano;Banco Central do Brasil (BCB)
2012-12-01;Juros Cheque Especial;Dívida;1.51;% ao Ano;Banco Central do Brasil (BCB)
2013-01-01;Juros Cheque Especial;Dívida;1.57;% ao Ano;Banco Central do Brasil (BCB)
2013-02-01;Juros Cheque Especial;Dívida;1.58;% ao Ano;Banco Central do Brasil (BCB)
2013-03-01;Juros Cheque Especial;Dívida;1.51;% ao Ano;Banco Central do Brasil (BCB)
2013-04-01;Juros Cheque Especial;Dívida;1.53;% ao Ano;Banco Central do Brasil (BCB)
2013-05-01;Juros Cheque Especial;Dívida;1.51;% ao Ano;Banco Central do Brasil (BCB)
2013-06-01;Juros Cheque Especial;Dívida;1.49;% ao Ano;Banco Central do Brasil (BCB)
2013-07-01;Juros Cheque Especial;Dívida;1.55;% ao Ano;Banco Central do Brasil (BCB)
2013-08-01;Juros Cheque Especial;Dívida;1.62;% ao Ano;Banco Central do Brasil (BCB)
2013-09-01;Juros Cheque Especial;Dívida;1.64;% ao Ano;Banco Central do Brasil (BCB)
2013-10-01;Juros Cheque Especial;Dívida;1.59;% ao Ano;Banco Central do Brasil (BCB)
2013-11-01;Juros Cheque Especial;Dívida;1.62;% ao Ano;Banco Central do Brasil (BCB)
2013-12-01;Juros Cheque Especial;Dívida;1.62;% ao Ano;Banco Central do Brasil (BCB)
2014-01-01;Juros Cheque Especial;Dívida;1.72;% ao Ano;Banco Central do Brasil (BCB)
2014-02-01;Juros Cheque Especial;Dívida;1.80;% ao Ano;Banco Central do Brasil (BCB)
2014-03-01;Juros Cheque Especial;Dívida;1.78;% ao Ano;Banco Central do Brasil (BCB)
2014-04-01;Juros Cheque Especial;Dívida;1.71;% ao Ano;Banco Central do Brasil (BCB)
2014-05-01;Juros Cheque Especial;Dívida;1.74;% ao Ano;Banco Central do Brasil (BCB)
2014-06-01;Juros Cheque Especial;Dívida;1.74;% ao Ano;Banco Central do Brasil (BCB)
2014-07-01;Juros Cheque Especial;Dívida;1.75;% ao Ano;Banco Central do Brasil (BCB)
2014-08-01;Juros Cheque Especial;Dívida;1.76;% ao Ano;Banco Central do Brasil (BCB)
2014-09-01;Juros Cheque Especial;Dívida;1.72;% ao Ano;Banco Central do Brasil (BCB)
2014-10-01;Juros Cheque Especial;Dívida;1.74;% ao Ano;Banco Central do Brasil (BCB)
2014-11-01;Juros Cheque Especial;Dívida;1.72;% ao Ano;Banco Central do Brasil (BCB)
2014-12-01;Juros Cheque Especial;Dívida;1.69;% ao Ano;Banco Central do Brasil (BCB)
2015-01-01;Juros Cheque Especial;Dívida;1.80;% ao Ano;Banco Central do Brasil (BCB)
2015-02-01;Juros Cheque Especial;Dívida;1.86;% ao Ano;Banco Central do Brasil (BCB)
2015-03-01;Juros Cheque Especial;Dívida;1.85;% ao Ano;Banco Central do Brasil (BCB)
2015-04-01;Juros Cheque Especial;Dívida;1.85;% ao Ano;Banco Central do Brasil (BCB)
2015-05-01;Juros Cheque Especial;Dívida;1.86;% ao Ano;Banco Central do Brasil (BCB)
2015-06-01;Juros Cheque Especial;Dívida;1.86;% ao Ano;Banco Central do Brasil (BCB)
2015-07-01;Juros Cheque Especial;Dívida;1.84;% ao Ano;Banco Central do Brasil (BCB)
2015-08-01;Juros Cheque Especial;Dívida;1.86;% ao Ano;Banco Central do Brasil (BCB)
2015-09-01;Juros Cheque Especial;Dívida;1.92;% ao Ano;Banco Central do Brasil (BCB)
2015-10-01;Juros Cheque Especial;Dívida;1.94;% ao Ano;Banco Central do Brasil (BCB)
2015-11-01;Juros Cheque Especial;Dívida;1.96;% ao Ano;Banco Central do Brasil (BCB)
2015-12-01;Juros Cheque Especial;Dívida;1.95;% ao Ano;Banco Central do Brasil (BCB)
2016-01-01;Juros Cheque Especial;Dívida;2.04;% ao Ano;Banco Central do Brasil (BCB)
2016-02-01;Juros Cheque Especial;Dívida;2.05;% ao Ano;Banco Central do Brasil (BCB)
2016-03-01;Juros Cheque Especial;Dívida;2.01;% ao Ano;Banco Central do Brasil (BCB)
2016-04-01;Juros Cheque Especial;Dívida;2.00;% ao Ano;Banco Central do Brasil (BCB)
2016-05-01;Juros Cheque Especial;Dívida;1.97;% ao Ano;Banco Central do Brasil (BCB)
2016-06-01;Juros Cheque Especial;Dívida;1.94;% ao Ano;Banco Central do Brasil (BCB)
2016-07-01;Juros Cheque Especial;Dívida;1.94;% ao Ano;Banco Central do Brasil (BCB)
2016-08-01;Juros Cheque Especial;Dívida;1.96;% ao Ano;Banco Central do Brasil (BCB)
2016-09-01;Juros Cheque Especial;Dívida;1.95;% ao Ano;Banco Central do Brasil (BCB)
2016-10-01;Juros Cheque Especial;Dívida;1.93;% ao Ano;Banco Central do Brasil (BCB)
2016-11-01;Juros Cheque Especial;Dívida;1.93;% ao Ano;Banco Central do Brasil (BCB)
2016-12-01;Juros Cheque Especial;Dívida;1.92;% ao Ano;Banco Central do Brasil (BCB)
2017-01-01;Juros Cheque Especial;Dívida;1.96;% ao Ano;Banco Central do Brasil (BCB)
2017-02-01;Juros Cheque Especial;Dívida;1.93;% ao Ano;Banco Central do Brasil (BCB)
2017-03-01;Juros Cheque Especial;Dívida;1.86;% ao Ano;Banco Central do Brasil (BCB)
2017-04-01;Juros Cheque Especial;Dívida;1.84;% ao Ano;Banco Central do Brasil (BCB)
2017-05-01;Juros Cheque Especial;Dívida;1.83;% ao Ano;Banco Central do Brasil (BCB)
2017-06-01;Juros Cheque Especial;Dívida;1.81;% ao Ano;Banco Central do Brasil (BCB)
2017-07-01;Juros Cheque Especial;Dívida;1.79;% ao Ano;Banco Central do Brasil (BCB)
2017-08-01;Juros Cheque Especial;Dívida;1.76;% ao Ano;Banco Central do Brasil (BCB)
2017-09-01;Juros Cheque Especial;Dívida;1.74;% ao Ano;Banco Central do Brasil (BCB)
2017-10-01;Juros Cheque Especial;Dívida;1.71;% ao Ano;Banco Central do Brasil (BCB)
2017-11-01;Juros Cheque Especial;Dívida;1.68;% ao Ano;Banco Central do Brasil (BCB)
2017-12-01;Juros Cheque Especial;Dívida;1.69;% ao Ano;Banco Central do Brasil (BCB)
2018-01-01;Juros Cheque Especial;Dívida;1.72;% ao Ano;Banco Central do Brasil (BCB)
2018-02-01;Juros Cheque Especial;Dívida;1.70;% ao Ano;Banco Central do Brasil (BCB)
2018-03-01;Juros Cheque Especial;Dívida;1.65;% ao Ano;Banco Central do Brasil (BCB)
2018-04-01;Juros Cheque Especial;Dívida;1.64;% ao Ano;Banco Central do Brasil (BCB)
2018-05-01;Juros Cheque Especial;Dívida;1.64;% ao Ano;Banco Central do Brasil (BCB)
2018-06-01;Juros Cheque Especial;Dívida;1.67;% ao Ano;Banco Central do Brasil (BCB)
2018-07-01;Juros Cheque Especial;Dívida;1.69;% ao Ano;Banco Central do Brasil (BCB)
2018-08-01;Juros Cheque Especial;Dívida;1.68;% ao Ano;Banco Central do Brasil (BCB)
2018-09-01;Juros Cheque Especial;Dívida;1.68;% ao Ano;Banco Central do Brasil (BCB)
2018-10-01;Juros Cheque Especial;Dívida;1.70;% ao Ano;Banco Central do Brasil (BCB)
2018-11-01;Juros Cheque Especial;Dívida;1.65;% ao Ano;Banco Central do Brasil (BCB)
2018-12-01;Juros Cheque Especial;Dívida;1.65;% ao Ano;Banco Central do Brasil (BCB)
2019-01-01;Juros Cheque Especial;Dívida;1.70;% ao Ano;Banco Central do Brasil (BCB)
2019-02-01;Juros Cheque Especial;Dívida;1.67;% ao Ano;Banco Central do Brasil (BCB)
2019-03-01;Juros Cheque Especial;Dívida;1.63;% ao Ano;Banco Central do Brasil (BCB)
2019-04-01;Juros Cheque Especial;Dívida;1.62;% ao Ano;Banco Central do Brasil (BCB)
2019-05-01;Juros Cheque Especial;Dívida;1.61;% ao Ano;Banco Central do Brasil (BCB)
2019-06-01;Juros Cheque Especial;Dívida;1.59;% ao Ano;Banco Central do Brasil (BCB)
2019-07-01;Juros Cheque Especial;Dívida;1.55;% ao Ano;Banco Central do Brasil (BCB)
2019-08-01;Juros Cheque Especial;Dívida;1.54;% ao Ano;Banco Central do Brasil (BCB)
2019-09-01;Juros Cheque Especial;Dívida;1.52;% ao Ano;Banco Central do Brasil (BCB)
2019-10-01;Juros Cheque Especial;Dívida;1.51;% ao Ano;Banco Central do Brasil (BCB)
2019-11-01;Juros Cheque Especial;Dívida;1.48;% ao Ano;Banco Central do Brasil (BCB)
2019-12-01;Juros Cheque Especial;Dívida;1.47;% ao Ano;Banco Central do Brasil (BCB)
2020-01-01;Juros Cheque Especial;Dívida;1.51;% ao Ano;Banco Central do Brasil (BCB)
2020-02-01;Juros Cheque Especial;Dívida;1.49;% ao Ano;Banco Central do Brasil (BCB)
2020-03-01;Juros Cheque Especial;Dívida;1.51;% ao Ano;Banco Central do Brasil (BCB)
2020-04-01;Juros Cheque Especial;Dívida;1.56;% ao Ano;Banco Central do Brasil (BCB)
2020-05-01;Juros Cheque Especial;Dívida;1.49;% ao Ano;Banco Central do Brasil (BCB)
2020-06-01;Juros Cheque Especial;Dívida;1.46;% ao Ano;Banco Central do Brasil (BCB)
2020-07-01;Juros Cheque Especial;Dívida;1.45;% ao Ano;Banco Central do Brasil (BCB)
2020-08-01;Juros Cheque Especial;Dívida;1.45;% ao Ano;Banco Central do Brasil (BCB)
2020-09-01;Juros Cheque Especial;Dívida;1.43;% ao Ano;Banco Central do Brasil (BCB)
2020-10-01;Juros Cheque Especial;Dívida;1.45;% ao Ano;Banco Central do Brasil (BCB)
2020-11-01;Juros Cheque Especial;Dívida;1.46;% ao Ano;Banco Central do Brasil (BCB)
2020-12-01;Juros Cheque Especial;Dívida;1.47;% ao Ano;Banco Central do Brasil (BCB)
2021-01-01;Juros Cheque Especial;Dívida;1.55;% ao Ano;Banco Central do Brasil (BCB)
2021-02-01;Juros Cheque Especial;Dívida;1.53;% ao Ano;Banco Central do Brasil (BCB)
2021-03-01;Juros Cheque Especial;Dívida;1.58;% ao Ano;Banco Central do Brasil (BCB)
2021-04-01;Juros Cheque Especial;Dívida;1.62;% ao Ano;Banco Central do Brasil (BCB)
2021-05-01;Juros Cheque Especial;Dívida;1.62;% ao Ano;Banco Central do Brasil (BCB)
2021-06-01;Juros Cheque Especial;Dívida;1.64;% ao Ano;Banco Central do Brasil (BCB)
2021-07-01;Juros Cheque Especial;Dívida;1.67;% ao Ano;Banco Central do Brasil (BCB)
2021-08-01;Juros Cheque Especial;Dívida;1.72;% ao Ano;Banco Central do Brasil (BCB)
2021-09-01;Juros Cheque Especial;Dívida;1.80;% ao Ano;Banco Central do Brasil (BCB)
2021-10-01;Juros Cheque Especial;Dívida;1.86;% ao Ano;Banco Central do Brasil (BCB)
2021-11-01;Juros Cheque Especial;Dívida;2.04;% ao Ano;Banco Central do Brasil (BCB)
2021-12-01;Juros Cheque Especial;Dívida;2.00;% ao Ano;Banco Central do Brasil (BCB)
2022-01-01;Juros Cheque Especial;Dívida;2.00;% ao Ano;Banco Central do Brasil (BCB)
2022-02-01;Juros Cheque Especial;Dívida;1.98;% ao Ano;Banco Central do Brasil (BCB)
2022-03-01;Juros Cheque Especial;Dívida;2.02;% ao Ano;Banco Central do Brasil (BCB)
2022-04-01;Juros Cheque Especial;Dívida;2.03;% ao Ano;Banco Central do Brasil (BCB)
2022-05-01;Juros Cheque Especial;Dívida;2.02;% ao Ano;Banco Central do Brasil (BCB)
2022-06-01;Juros Cheque Especial;Dívida;2.04;% ao Ano;Banco Central do Brasil (BCB)
2022-07-01;Juros Cheque Especial;Dívida;2.05;% ao Ano;Banco Central do Brasil (BCB)
2022-08-01;Juros Cheque Especial;Dívida;2.04;% ao Ano;Banco Central do Brasil (BCB)
2022-09-01;Juros Cheque Especial;Dívida;2.02;% ao Ano;Banco Central do Brasil (BCB)
2022-10-01;Juros Cheque Especial;Dívida;2.03;% ao Ano;Banco Central do Brasil (BCB)
2022-11-01;Juros Cheque Especial;Dívida;2.06;% ao Ano;Banco Central do Brasil (BCB)
2022-12-01;Juros Cheque Especial;Dívida;2.12;% ao Ano;Banco Central do Brasil (BCB)
2023-01-01;Juros Cheque Especial;Dívida;2.15;% ao Ano;Banco Central do Brasil (BCB)
2023-02-01;Juros Cheque Especial;Dívida;2.14;% ao Ano;Banco Central do Brasil (BCB)
2023-03-01;Juros Cheque Especial;Dívida;2.12;% ao Ano;Banco Central do Brasil (BCB)
2023-04-01;Juros Cheque Especial;Dívida;2.11;% ao Ano;Banco Central do Brasil (BCB)
2023-05-01;Juros Cheque Especial;Dívida;2.08;% ao Ano;Banco Central do Brasil (BCB)
2023-06-01;Juros Cheque Especial;Dívida;2.00;% ao Ano;Banco Central do Brasil (BCB)
2023-07-01;Juros Cheque Especial;Dívida;1.95;% ao Ano;Banco Central do Brasil (BCB)
2023-08-01;Juros Cheque Especial;Dívida;1.96;% ao Ano;Banco Central do Brasil (BCB)
2023-09-01;Juros Cheque Especial;Dívida;1.94;% ao Ano;Banco Central do Brasil (BCB)
2023-10-01;Juros Cheque Especial;Dívida;1.96;% ao Ano;Banco Central do Brasil (BCB)
2023-11-01;Juros Cheque Especial;Dívida;1.94;% ao Ano;Banco Central do Brasil (BCB)
2023-12-01;Juros Cheque Especial;Dívida;1.91;% ao Ano;Banco Central do Brasil (BCB)
2024-01-01;Juros Cheque Especial;Dívida;1.95;% ao Ano;Banco Central do Brasil (BCB)
2024-02-01;Juros Cheque Especial;Dívida;1.93;% ao Ano;Banco Central do Brasil (BCB)
2024-03-01;Juros Cheque Especial;Dívida;1.91;% ao Ano;Banco Central do Brasil (BCB)
2024-04-01;Juros Cheque Especial;Dívida;1.91;% ao Ano;Banco Central do Brasil (BCB)
2024-05-01;Juros Cheque Especial;Dívida;1.91;% ao Ano;Banco Central do Brasil (BCB)
2024-06-01;Juros Cheque Especial;Dívida;1.91;% ao Ano;Banco Central do Brasil (BCB)
2024-07-01;Juros Cheque Especial;Dívida;1.91;% ao Ano;Banco Central do Brasil (BCB)
2024-08-01;Juros Cheque Especial;Dívida;1.93;% ao Ano;Banco Central do Brasil (BCB)
2024-09-01;Juros Cheque Especial;Dívida;1.91;% ao Ano;Banco Central do Brasil (BCB)
2024-10-01;Juros Cheque Especial;Dívida;1.94;% ao Ano;Banco Central do Brasil (BCB)
2024-11-01;Juros Cheque Especial;Dívida;1.97;% ao Ano;Banco Central do Brasil (BCB)
2024-12-01;Juros Cheque Especial;Dívida;2.05;% ao Ano;Banco Central do Brasil (BCB)
2025-01-01;Juros Cheque Especial;Dívida;2.18;% ao Ano;Banco Central do Brasil (BCB)
2025-02-01;Juros Cheque Especial;Dívida;2.15;% ao Ano;Banco Central do Brasil (BCB)
2025-03-01;Juros Cheque Especial;Dívida;2.12;% ao Ano;Banco Central do Brasil (BCB)
2025-04-01;Juros Cheque Especial;Dívida;2.08;% ao Ano;Banco Central do Brasil (BCB)
2025-05-01;Juros Cheque Especial;Dívida;2.05;% ao Ano;Banco Central do Brasil (BCB)
2025-06-01;Juros Cheque Especial;Dívida;2.05;% ao Ano;Banco Central do Brasil (BCB)
2025-07-01;Juros Cheque Especial;Dívida;2.03;% ao Ano;Banco Central do Brasil (BCB)
2025-08-01;Juros Cheque Especial;Dívida;2.03;% ao Ano;Banco Central do Brasil (BCB)
2025-09-01;Juros Cheque Especial;Dívida;2.03;% ao Ano;Banco Central do Brasil (BCB)
1980-02-01;IPCA Mensal;Inflação;4.62;% ao Mês;Banco Central do Brasil (BCB)
1980-03-01;IPCA Mensal;Inflação;6.04;% ao Mês;Banco Central do Brasil (BCB)
1980-04-01;IPCA Mensal;Inflação;5.29;% ao Mês;Banco Central do Brasil (BCB)
1980-05-01;IPCA Mensal;Inflação;5.70;% ao Mês;Banco Central do Brasil (BCB)
1980-06-01;IPCA Mensal;Inflação;5.31;% ao Mês;Banco Central do Brasil (BCB)
1980-07-01;IPCA Mensal;Inflação;5.55;% ao Mês;Banco Central do Brasil (BCB)
1980-08-01;IPCA Mensal;Inflação;4.95;% ao Mês;Banco Central do Brasil (BCB)
1980-09-01;IPCA Mensal;Inflação;4.23;% ao Mês;Banco Central do Brasil (BCB)
1980-10-01;IPCA Mensal;Inflação;9.48;% ao Mês;Banco Central do Brasil (BCB)
1980-11-01;IPCA Mensal;Inflação;6.67;% ao Mês;Banco Central do Brasil (BCB)
1980-12-01;IPCA Mensal;Inflação;6.61;% ao Mês;Banco Central do Brasil (BCB)
1981-01-01;IPCA Mensal;Inflação;6.84;% ao Mês;Banco Central do Brasil (BCB)
1981-02-01;IPCA Mensal;Inflação;6.40;% ao Mês;Banco Central do Brasil (BCB)
1981-03-01;IPCA Mensal;Inflação;4.97;% ao Mês;Banco Central do Brasil (BCB)
1981-04-01;IPCA Mensal;Inflação;6.46;% ao Mês;Banco Central do Brasil (BCB)
1981-05-01;IPCA Mensal;Inflação;5.56;% ao Mês;Banco Central do Brasil (BCB)
1981-06-01;IPCA Mensal;Inflação;5.52;% ao Mês;Banco Central do Brasil (BCB)
1981-07-01;IPCA Mensal;Inflação;6.26;% ao Mês;Banco Central do Brasil (BCB)
1981-08-01;IPCA Mensal;Inflação;5.50;% ao Mês;Banco Central do Brasil (BCB)
1981-09-01;IPCA Mensal;Inflação;5.26;% ao Mês;Banco Central do Brasil (BCB)
1981-10-01;IPCA Mensal;Inflação;5.08;% ao Mês;Banco Central do Brasil (BCB)
1981-11-01;IPCA Mensal;Inflação;5.27;% ao Mês;Banco Central do Brasil (BCB)
1981-12-01;IPCA Mensal;Inflação;5.93;% ao Mês;Banco Central do Brasil (BCB)
1982-01-01;IPCA Mensal;Inflação;6.97;% ao Mês;Banco Central do Brasil (BCB)
1982-02-01;IPCA Mensal;Inflação;6.64;% ao Mês;Banco Central do Brasil (BCB)
1982-03-01;IPCA Mensal;Inflação;5.71;% ao Mês;Banco Central do Brasil (BCB)
1982-04-01;IPCA Mensal;Inflação;5.89;% ao Mês;Banco Central do Brasil (BCB)
1982-05-01;IPCA Mensal;Inflação;6.66;% ao Mês;Banco Central do Brasil (BCB)
1982-06-01;IPCA Mensal;Inflação;7.10;% ao Mês;Banco Central do Brasil (BCB)
1982-07-01;IPCA Mensal;Inflação;6.36;% ao Mês;Banco Central do Brasil (BCB)
1982-08-01;IPCA Mensal;Inflação;5.97;% ao Mês;Banco Central do Brasil (BCB)
1982-09-01;IPCA Mensal;Inflação;5.08;% ao Mês;Banco Central do Brasil (BCB)
1982-10-01;IPCA Mensal;Inflação;4.44;% ao Mês;Banco Central do Brasil (BCB)
1982-11-01;IPCA Mensal;Inflação;5.29;% ao Mês;Banco Central do Brasil (BCB)
1982-12-01;IPCA Mensal;Inflação;7.81;% ao Mês;Banco Central do Brasil (BCB)
1983-01-01;IPCA Mensal;Inflação;8.64;% ao Mês;Banco Central do Brasil (BCB)
1983-02-01;IPCA Mensal;Inflação;7.86;% ao Mês;Banco Central do Brasil (BCB)
1983-03-01;IPCA Mensal;Inflação;7.34;% ao Mês;Banco Central do Brasil (BCB)
1983-04-01;IPCA Mensal;Inflação;6.58;% ao Mês;Banco Central do Brasil (BCB)
1983-05-01;IPCA Mensal;Inflação;6.48;% ao Mês;Banco Central do Brasil (BCB)
1983-06-01;IPCA Mensal;Inflação;9.88;% ao Mês;Banco Central do Brasil (BCB)
1983-07-01;IPCA Mensal;Inflação;10.08;% ao Mês;Banco Central do Brasil (BCB)
1983-08-01;IPCA Mensal;Inflação;9.11;% ao Mês;Banco Central do Brasil (BCB)
1983-09-01;IPCA Mensal;Inflação;10.30;% ao Mês;Banco Central do Brasil (BCB)
1983-10-01;IPCA Mensal;Inflação;8.87;% ao Mês;Banco Central do Brasil (BCB)
1983-11-01;IPCA Mensal;Inflação;7.38;% ao Mês;Banco Central do Brasil (BCB)
1983-12-01;IPCA Mensal;Inflação;8.68;% ao Mês;Banco Central do Brasil (BCB)
1984-01-01;IPCA Mensal;Inflação;9.67;% ao Mês;Banco Central do Brasil (BCB)
1984-02-01;IPCA Mensal;Inflação;9.50;% ao Mês;Banco Central do Brasil (BCB)
1984-03-01;IPCA Mensal;Inflação;8.94;% ao Mês;Banco Central do Brasil (BCB)
1984-04-01;IPCA Mensal;Inflação;9.54;% ao Mês;Banco Central do Brasil (BCB)
1984-05-01;IPCA Mensal;Inflação;9.05;% ao Mês;Banco Central do Brasil (BCB)
1984-06-01;IPCA Mensal;Inflação;10.08;% ao Mês;Banco Central do Brasil (BCB)
1984-07-01;IPCA Mensal;Inflação;9.72;% ao Mês;Banco Central do Brasil (BCB)
1984-08-01;IPCA Mensal;Inflação;9.35;% ao Mês;Banco Central do Brasil (BCB)
1984-09-01;IPCA Mensal;Inflação;11.75;% ao Mês;Banco Central do Brasil (BCB)
1984-10-01;IPCA Mensal;Inflação;10.44;% ao Mês;Banco Central do Brasil (BCB)
1984-11-01;IPCA Mensal;Inflação;10.53;% ao Mês;Banco Central do Brasil (BCB)
1984-12-01;IPCA Mensal;Inflação;11.98;% ao Mês;Banco Central do Brasil (BCB)
1985-01-01;IPCA Mensal;Inflação;11.76;% ao Mês;Banco Central do Brasil (BCB)
1985-02-01;IPCA Mensal;Inflação;10.87;% ao Mês;Banco Central do Brasil (BCB)
1985-03-01;IPCA Mensal;Inflação;10.16;% ao Mês;Banco Central do Brasil (BCB)
1985-04-01;IPCA Mensal;Inflação;8.20;% ao Mês;Banco Central do Brasil (BCB)
1985-05-01;IPCA Mensal;Inflação;7.20;% ao Mês;Banco Central do Brasil (BCB)
1985-06-01;IPCA Mensal;Inflação;8.49;% ao Mês;Banco Central do Brasil (BCB)
1985-07-01;IPCA Mensal;Inflação;10.31;% ao Mês;Banco Central do Brasil (BCB)
1985-08-01;IPCA Mensal;Inflação;12.05;% ao Mês;Banco Central do Brasil (BCB)
1985-09-01;IPCA Mensal;Inflação;11.12;% ao Mês;Banco Central do Brasil (BCB)
1985-10-01;IPCA Mensal;Inflação;10.62;% ao Mês;Banco Central do Brasil (BCB)
1985-11-01;IPCA Mensal;Inflação;13.97;% ao Mês;Banco Central do Brasil (BCB)
1985-12-01;IPCA Mensal;Inflação;15.07;% ao Mês;Banco Central do Brasil (BCB)
1986-01-01;IPCA Mensal;Inflação;14.37;% ao Mês;Banco Central do Brasil (BCB)
1986-02-01;IPCA Mensal;Inflação;12.72;% ao Mês;Banco Central do Brasil (BCB)
1986-03-01;IPCA Mensal;Inflação;4.77;% ao Mês;Banco Central do Brasil (BCB)
1986-04-01;IPCA Mensal;Inflação;0.78;% ao Mês;Banco Central do Brasil (BCB)
